ibdid,Effect,EffectVar,ModelFreq,WindowFreq,GeneFreq,GenVar,EffectDelta1,SDDelta1,t.like,shrink,chr,pos,file,trait,mode,tsf
8_76318065,-1.488,81.11461,0.0182,0.0338,0.056,0.2343866,-81.7672,86.8204,0.942,0.958,8,76318065,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
9_134916383,12.07,427.7112,0.0782,0.0916,0.065,17.75271,154.375,161.871,0.954,0.962,9,134916383,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
9_146463377,0.9494,135.4447,0.033,0.0448,0.41,0.4360048,28.7688,30.3208,0.949,0.999,9,146463377,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
9_152861942,-1.118,72.4613,0.0133,0.0234,0.121,0.2664169,-84.0812,90.9273,0.925,0.981,9,152861942,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
9_20969070,1.813,173.0058,0.0343,0.0442,0.2,1.051576,52.8509,54.8528,0.964,0.994,9,20969070,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
9_5454250,1.444,94.22916,0.0171,0.0251,0.075,0.2891944,84.4271,88.3535,0.956,0.953,9,5454250,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
9_86666623,0.9058,38.65799,0.0079,0.0174,0.067,0.1031736,114.655,119.421,0.96,0.952,9,86666623,slurm-scripts/wholeset/pht_BPHmin_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmin
10_143637734,1.274,23.31762,0.0169,0.0276,0.084,0.2500501,75.3896,81.3152,0.927,0.601,10,143637734,slurm-scripts/wholeset/pht_BPHmin_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,BPHmin
10_25775352,1.072,21.41388,0.02,0.0304,0.195,0.3611183,53.5774,58.3693,0.918,0.787,10,25775352,slurm-scripts/wholeset/pht_BPHmin_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,BPHmin
10_34705077,1.616,28.33507,0.028,0.036,0.136,0.6151134,57.7152,61.6117,0.937,0.695,10,34705077,slurm-scripts/wholeset/pht_BPHmin_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,BPHmin
1_107305488,1.899,45.3318,0.0473,0.0585,0.127,0.7970445,40.1483,42.0905,0.954,0.902,1,107305488,slurm-scripts/wholeset/pht_BPHmin_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,BPHmin
1_16331637,0.78,14.57762,0.0147,0.0709,0.13,0.137898,53.0622,58.0241,0.914,0.778,1,16331637,slurm-scripts/wholeset/pht_BPHmin_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,BPHmin
1_16353721,1.503,27.85717,0.044,0.0713,0.222,0.7801356,34.1565,35.9259,0.951,0.892,1,16353721,slurm-scripts/wholeset/pht_BPHmin_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,BPHmin
1_164085165,0.8189,17.82259,0.0152,0.0277,0.387,0.3182235,53.8762,57.76,0.933,0.826,1,164085165,slurm-scripts/wholeset/pht_BPHmin_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,BPHmin
1_17666911,1.908,45.46696,0.0726,0.0809,0.606,1.738148,26.2796,27.5399,0.954,0.945,1,17666911,slurm-scripts/wholeset/pht_BPHmin_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,BPHmin
1_197071940,2.12,37.80944,0.0477,0.0582,0.257,1.715535,44.4432,47.0039,0.946,0.878,1,197071940,slurm-scripts/wholeset/pht_BPHmin_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,BPHmin
4_155222659,17.49,346.1163,0.4159,0.4209,0.236,110.1246,42.0423,39.6968,1.059,0.928,4,155222659,slurm-scripts/wholeset/pht_BPHmin_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,BPHmin
5_3090912,1.202,32.53268,0.0443,0.0535,0.392,0.6888924,27.1411,28.304,0.959,0.949,5,3090912,slurm-scripts/wholeset/pht_BPHmin_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,BPHmin
5_3143037,4.285,101.4296,0.1258,0.1336,0.423,8.964052,34.059,35.1359,0.969,0.938,5,3143037,slurm-scripts/wholeset/pht_BPHmin_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,BPHmin
1_246654108,0.7531,9.232132,0.0295,0.0404,0.446,0.2803262,25.5301,26.6656,0.957,0.979,1,246654108,slurm-scripts/wholeset/pht_MPH_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,MPH
1_282462437,1.247,14.11159,0.0313,0.0413,0.117,0.3205374,39.8424,42.9271,0.928,0.853,1,282462437,slurm-scripts/wholeset/pht_MPH_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,MPH
1_300259102,1.638,22.64235,0.0274,0.0411,0.064,0.3196394,59.7709,65.0606,0.919,0.797,1,300259102,slurm-scripts/wholeset/pht_MPH_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,MPH
1_47310726,0.6426,9.402089,0.0199,0.0391,0.186,0.1248404,32.2921,34.3788,0.939,0.924,1,47310726,slurm-scripts/wholeset/pht_MPH_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,MPH
2_192095995,0.5333,9.821629,0.0204,0.0296,0.236,0.1026665,26.1418,27.704,0.944,0.973,2,192095995,slurm-scripts/wholeset/pht_MPH_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,MPH
2_204555137,0.6644,11.04375,0.0261,0.0345,0.195,0.1384027,25.4541,26.7079,0.953,0.963,2,204555137,slurm-scripts/wholeset/pht_MPH_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,MPH
2_212645869,2.685,30.63994,0.0588,0.0676,0.221,2.483505,45.6591,47.8242,0.955,0.885,2,212645869,slurm-scripts/wholeset/pht_MPH_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,MPH
2_236244542,-1.733,18.84485,0.0475,0.058,0.148,0.7595791,-36.4872,38.223,0.955,0.896,2,236244542,slurm-scripts/wholeset/pht_MPH_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,MPH
2_4890025,0.9311,12.50211,0.0227,0.0333,0.122,0.185704,41.0193,44.281,0.926,0.832,2,4890025,slurm-scripts/wholeset/pht_MPH_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,MPH
3_2211395,0.6408,9.80366,0.018,0.0282,0.162,0.1115433,35.5978,37.8481,0.941,0.939,3,2211395,slurm-scripts/wholeset/pht_MPH_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,MPH
4_158861365,0.8545,9.659399,0.0215,0.0376,0.162,0.1983711,39.7443,42.7328,0.93,0.914,4,158861365,slurm-scripts/wholeset/pht_MPH_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,MPH
4_2852409,1.145,15.30012,0.0293,0.0392,0.155,0.3424444,39.0695,41.5412,0.941,0.88,4,2852409,slurm-scripts/wholeset/pht_MPH_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,MPH
6_159680540,1.219,17.88423,0.043,0.0557,0.24,0.5422409,28.3469,29.5508,0.959,0.954,6,159680540,slurm-scripts/wholeset/pht_MPH_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,MPH
7_129869905,0.8324,10.85468,0.0219,0.0311,0.205,0.2261077,38.0102,39.9241,0.952,0.901,7,129869905,slurm-scripts/wholeset/pht_MPH_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,MPH
9_146463377,1.568,21.81112,0.0787,0.0893,0.41,1.189949,19.9288,20.6357,0.966,0.986,9,146463377,slurm-scripts/wholeset/pht_MPH_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,MPH
1_16172474,-1.354,15.31198,0.0376,0.0491,0.076,0.2568576,-36.0195,37.9369,0.949,0.709,1,16172474,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
1_224066390,-0.9446,12.18918,0.0369,0.0479,0.083,0.1351864,-25.5985,26.9184,0.951,0.887,1,224066390,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
1_282466668,3.645,39.42199,0.1001,0.1222,0.129,2.981906,36.4165,37.5623,0.969,0.852,1,282466668,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
1_46923217,0.9217,11.58389,0.033,0.0471,0.141,0.2056966,27.9316,29.3972,0.95,0.913,1,46923217,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
2_152205689,1.704,28.36198,0.0943,0.1333,0.171,0.8242062,18.0718,18.6005,0.972,0.971,2,152205689,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
2_152233521,1.136,12.39794,0.0254,0.1306,0.063,0.1519995,44.7118,47.3549,0.944,0.81,2,152233521,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
2_4581399,0.5871,8.022157,0.0197,0.0308,0.207,0.1131029,29.804,31.576,0.944,0.875,2,4581399,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
3_162597295,-1.234,15.67361,0.0366,0.1174,0.124,0.3313461,-33.7146,35.8837,0.94,0.796,3,162597295,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
3_162691522,-2.08,26.38294,0.073,0.1181,0.129,0.9713074,-28.4997,29.6085,0.963,0.861,3,162691522,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
3_177121593,1.591,21.30889,0.0334,0.1593,0.155,0.6644311,47.6456,50.5753,0.942,0.865,3,177121593,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
3_177141033,3.73,46.03138,0.1163,0.1613,0.238,5.044623,32.0723,33.0361,0.971,0.946,3,177141033,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
3_199019111,1.475,20.0744,0.067,0.083,0.137,0.5150311,22.0191,22.7643,0.967,0.954,3,199019111,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
5_111252609,5.634,73.05547,0.1891,0.2009,0.174,9.133581,29.7928,30.236,0.985,0.919,5,111252609,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
5_171869507,1.798,22.69069,0.0397,0.0487,0.132,0.7400943,45.2945,47.5253,0.953,0.777,5,171869507,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
5_187066589,2.656,29.64999,0.0692,0.0789,0.13,1.599139,38.385,39.7623,0.965,0.837,5,187066589,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
5_199983611,-0.6898,8.987728,0.0236,0.0374,0.155,0.1243455,-29.2291,31.3214,0.933,0.867,5,199983611,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
5_214497398,-0.6044,9.946318,0.0364,0.0539,0.409,0.1765849,-16.6032,17.2445,0.963,0.954,5,214497398,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
5_64101724,13.31,135.5456,0.3169,0.3225,0.102,32.31541,41.9998,41.1011,1.022,0.885,5,64101724,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
5_68519508,0.9759,13.03833,0.0192,0.039,0.176,0.2759093,50.8256,54.8833,0.926,0.839,5,68519508,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
6_122957680,3.628,42.0952,0.0786,0.0872,0.068,1.672591,46.1591,48.1364,0.959,0.832,6,122957680,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
6_75116582,-0.575,8.80989,0.0236,0.059,0.263,0.1281184,-24.363,25.7353,0.947,0.897,6,75116582,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
6_75391237,-0.7307,9.924439,0.0256,0.0584,0.123,0.1155737,-28.5421,30.2299,0.944,0.818,6,75391237,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
7_17469942,0.9044,13.52198,0.0437,0.0514,0.289,0.3358975,20.696,21.5683,0.96,0.937,7,17469942,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
8_118769478,1.138,13.46765,0.0395,0.0525,0.218,0.4420891,28.8191,30.1264,0.957,0.872,8,118769478,slurm-scripts/wholeset/pht_MPH_1d2.mrkRes1,slurm-scripts/wholeset/pht,1d2.mrkRes1,MPH
10_10603881,0.7434,16.12225,0.016,0.0276,0.244,0.2038592,46.4634,48.9806,0.949,0.983,10,10603881,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
10_10792464,5.515,151.3712,0.165,0.1717,0.562,14.97505,33.4267,34.1319,0.979,0.997,10,10792464,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
10_116865738,3.912,54.97795,0.0537,0.0635,0.075,2.123152,72.8449,76.7334,0.949,0.944,10,116865738,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
10_117555173,0.7256,25.56824,0.0197,0.0327,0.184,0.1581816,36.8349,38.3382,0.961,0.99,10,117555173,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
10_133708509,0.9641,19.04543,0.0136,0.0247,0.12,0.1969645,70.8923,79.0733,0.897,0.959,10,133708509,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
10_140654782,1.009,28.39034,0.0196,0.0271,0.111,0.2002931,51.4784,54.8807,0.938,0.964,10,140654782,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
10_141945779,0.8222,18.46423,0.0195,0.0366,0.286,0.276289,42.1634,50.3156,0.838,0.983,10,141945779,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
10_143637734,1.666,30.19247,0.025,0.1718,0.062,0.3233983,66.6379,70.647,0.943,0.892,10,143637734,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
10_143708065,7.638,166.076,0.1445,0.1743,0.255,22.18375,52.8587,54.81,0.964,0.985,10,143708065,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
10_2433876,6.539,214.4293,0.2163,0.2243,0.552,21.14657,30.2318,30.5382,0.99,0.997,10,2433876,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
10_25775352,1.059,24.59874,0.0262,0.0331,0.181,0.3324293,40.4107,42.5888,0.949,0.973,10,25775352,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
10_27265675,-4.379,76.75377,0.091,0.1016,0.18,5.668833,-48.124,49.6231,0.97,0.98,10,27265675,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
10_31011244,-3.688,81.93864,0.0791,0.089,0.186,4.111925,-46.6248,48.7184,0.957,0.983,10,31011244,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
10_65736403,0.9998,22.50586,0.0148,0.026,0.069,0.1283189,67.5531,72.0079,0.938,0.911,10,65736403,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
10_80046920,0.8856,13.28936,0.0106,0.0223,0.075,0.1088203,83.5474,89.7372,0.931,0.891,10,80046920,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
10_83547195,0.7236,16.05541,0.013,0.0245,0.127,0.1163133,55.6607,61.7949,0.901,0.941,10,83547195,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
1_106494888,5.691,116.3102,0.0878,0.1001,0.15,8.257567,64.8129,67.5984,0.959,0.976,1,106494888,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
1_183147318,-1.727,31.12595,0.0247,0.0344,0.04,0.2297624,-69.8998,74.6553,0.936,0.781,1,183147318,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
1_204260179,2.644,65.51353,0.0616,0.0718,0.32,3.041398,42.926,44.4918,0.965,0.994,1,204260179,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
1_229196966,1.073,24.59206,0.0208,0.0475,0.21,0.3821136,51.6072,55.9986,0.922,0.972,1,229196966,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
1_229469821,0.8721,20.51838,0.0144,0.0487,0.116,0.155889,60.5652,65.727,0.921,0.958,1,229469821,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
1_253898226,-3.525,85.95249,0.0634,0.0747,0.258,4.753169,-55.6044,57.3581,0.969,0.988,1,253898226,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
1_291788299,0.6031,17.56729,0.0161,0.0273,0.225,0.1268513,37.4598,39.3642,0.952,0.977,1,291788299,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
2_182185736,-0.7165,26.49713,0.0184,0.0287,0.273,0.2040261,-38.9423,40.5761,0.96,0.99,2,182185736,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
2_214835124,2.492,48.70298,0.0345,0.0414,0.088,0.9956194,72.2345,78.0661,0.925,0.963,2,214835124,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
2_217632944,1.306,23.94075,0.0209,0.0315,0.234,0.6115465,62.4845,68.6898,0.91,0.978,2,217632944,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
2_221004252,1.288,24.88432,0.0231,0.0328,0.115,0.338269,55.7744,59.3354,0.94,0.916,2,221004252,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
2_43560570,1.148,22.08541,0.02,0.0294,0.077,0.1878516,57.3868,61.898,0.927,0.856,2,43560570,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
3_138638330,0.5771,16.47828,0.0138,0.0215,0.283,0.1350389,41.8197,43.9546,0.951,0.988,3,138638330,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
3_19430510,0.8094,19.32449,0.0161,0.0319,0.173,0.1878589,50.271,52.9595,0.949,0.965,3,19430510,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
3_227623702,0.6155,12.47457,0.0132,0.0231,0.182,0.1127205,46.6304,49.2181,0.947,0.961,3,227623702,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
3_23429754,-0.8438,12.92114,0.0134,0.0227,0.111,0.1400809,-62.9699,66.1352,0.952,0.97,3,23429754,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
3_8594421,11.39,141.9019,0.1523,0.1599,0.117,26.89026,74.7873,76.355,0.979,0.96,3,8594421,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
4_155222659,-1.225,31.43119,0.0387,0.0459,0.19,0.4624166,-31.6621,33.2133,0.953,0.984,4,155222659,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
4_156717821,4.084,81.87082,0.0609,0.0704,0.186,5.042874,67.0647,69.5714,0.964,0.967,4,156717821,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
4_159850012,1.29,43.74448,0.0344,0.0477,0.295,0.6924042,37.4893,38.8853,0.964,0.988,4,159850012,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
4_62560157,1.594,27.25746,0.0236,0.0354,0.083,0.3847491,67.5228,71.71,0.942,0.974,4,62560157,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
4_9851987,0.8057,13.37523,0.0156,0.0252,0.188,0.1980807,51.6453,54.6542,0.945,0.952,4,9851987,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
5_157495566,3.144,54.84219,0.0499,0.2875,0.149,2.510775,63.0143,65.6112,0.96,0.965,5,157495566,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
5_157516461,16.41,283.8398,0.2291,0.2864,0.1,48.44506,71.6083,73.0322,0.981,0.959,5,157516461,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
5_176385944,-1.268,32.70475,0.024,0.0359,0.122,0.3441382,-52.8152,55.5099,0.951,0.946,5,176385944,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
5_216441406,-2.22,48.92748,0.0331,0.0442,0.17,1.388327,-67.0575,70.2482,0.955,0.956,5,216441406,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
5_3090912,2.783,56.71454,0.0578,0.0668,0.335,3.450678,48.1532,49.3934,0.975,0.994,5,3090912,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
5_70624684,1.396,37.30824,0.0342,0.0446,0.203,0.6310552,40.8311,42.4213,0.963,0.979,5,70624684,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
6_34443083,0.6136,16.48278,0.0167,0.0324,0.215,0.1271404,36.7404,39.3185,0.934,0.984,6,34443083,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
6_36945819,1.305,32.271,0.0226,0.0375,0.077,0.2428772,57.7459,60.5509,0.954,0.964,6,36945819,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
7_121316640,0.6997,19.15334,0.0154,0.0243,0.233,0.1751814,45.4377,48.2996,0.941,0.985,7,121316640,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
7_125388637,1.036,30.29479,0.0235,0.0305,0.205,0.3489914,44.0678,46.031,0.957,0.985,7,125388637,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
7_141118415,2.926,53.56879,0.0521,0.0624,0.097,1.499527,56.1636,59.2284,0.948,0.955,7,141118415,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
7_170993723,0.9362,21.55822,0.0203,0.0309,0.156,0.2308841,46.1194,48.6519,0.948,0.974,7,170993723,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
8_13369033,0.7093,24.14631,0.0183,0.0294,0.133,0.1157227,38.761,41.2338,0.94,0.972,8,13369033,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
8_161104014,1.264,22.43678,0.0178,0.0262,0.051,0.1539924,71.0193,74.9928,0.947,0.916,8,161104014,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
8_164357467,6.885,185.2381,0.187,0.1943,0.353,21.65107,36.8159,37.3444,0.986,0.995,8,164357467,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
8_172756784,1.599,43.80635,0.0341,0.0423,0.259,0.9821708,46.9046,48.4932,0.967,0.989,8,172756784,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
8_6285097,0.8579,26.73484,0.0236,0.0349,0.107,0.1404533,36.3536,39.1374,0.929,0.974,8,6285097,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
9_110838359,-1.288,27.71601,0.0207,0.0298,0.141,0.4013853,-62.2022,65.7357,0.946,0.934,9,110838359,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
9_118936341,-2.903,54.78967,0.0462,0.0551,0.115,1.717426,-62.8367,66.6396,0.943,0.947,9,118936341,slurm-scripts/wholeset/pht_perse_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,perse
